gvkey,datadate,conm,ipodate,rdq,datacqtr,datafqtr,cusip,cik,tic,sic,addzip,exchg,fic,atq,ltq,saleq,revtq,cogsq,oibdpq,ibq,txditcq,txdbq,itccy,actq,lctq,dlcq,dlttq,mibq,mibtq,cheq,seqq,ceqq,niq,dpq,wcapchy,capxy,ppentq,loq,xrdq,pstkrq,pstkq,cshoq,prccq
001690,2016-12-31,APPLE INC,1980-12-12,2017-01-31,2016.75,2017,037833100,0000320193,AAPL,3663,95014,14,USA,331141,198751,78351,78351,45188,26346,17891,26948,26948,,103332,84130,13992,73557,0,0,60452,132390,132390,17891,2987,,3334,26510,14116,2871,0,0,5255.423,115.82
001690,2017-03-31,APPLE INC,1980-12-12,2017-05-02,2017,2017.25,037833100,0000320193,AAPL,3663,95014,14,USA,334532,200450,52896,52896,29973,16429,11029,28226,28226,,101990,73342,13991,84531,0,0,67101,134082,134082,11029,2332,,6309,27163,14351,2776,0,0,5205.815,143.66
001690,2017-06-30,APPLE INC,1980-12-12,2017-08-01,2017.25,2017.5,037833100,0000320193,AAPL,3663,95014,14,USA,345173,212748,45408,45408,25566,13122,8717,,,,112875,81302,18475,89864,0,0,76759,132425,132425,8717,2354,,8586,29286,41582,2937,0,0,5169.782,144.02
012141,1984-09-30,MICROSOFT CORP,,,1984.5,1985,594918104,0000789019,MSFT,7372,98052,14,USA,,,26.004,26.004,,,3.962,,,,,,,,,,,,,3.962,,,,,,,,,,
012141,1984-12-31,MICROSOFT CORP,,,1984.75,1985.25,594918104,0000789019,MSFT,7372,98052,14,USA,,,36.833,36.833,14.083,19.241,6.034,,,,,,,,,,,,,6.034,1.423,,,,,,,,,
012141,1985-03-31,MICROSOFT CORP,,,1985,1985.5,594918104,0000789019,MSFT,7372,98052,14,USA,,,40.662,40.662,,,8.497,,,,,,,,,,,,,8.497,,,,,,,,,,
012141,1985-06-30,MICROSOFT CORP,,,1985.25,1985.75,594918104,0000789019,MSFT,7372,98052,14,USA,65.064,10.624,36.918,36.918,12.902,25.128,5.608,0,,,52.066,10.624,0.65,0,0,0,18.948,54.44,54.435,5.608,2.039,19.984,6.576,11.19,0,,0,0.005,21.533,
012141,1985-09-30,MICROSOFT CORP,,,1985.5,1986,594918104,0000789019,MSFT,7372,98052,14,USA,,,35.153,35.153,,,6.17,,,,,,,,,,,,,6.17,,,,,,,,,,
012141,1985-12-31,MICROSOFT CORP,,,1985.75,1986.25,594918104,0000789019,MSFT,7372,98052,14,USA,94.438,22.593,49.897,49.897,15.867,29.054,10.948,0,,,80.167,22.593,,0,0,0,38.158,71.845,71.84,10.948,2.403,16.132,3.874,12.661,0,,0,0.005,21.715,
012141,1986-03-31,MICROSOFT CORP,,,1986,1986.5,594918104,0000789019,MSFT,7372,98052,14,USA,156.825,29.298,50.505,50.505,9.06,16.957,10.629,0,,,138.288,29.298,,0,0,0,96.469,127.527,,10.629,1.562,,,15.949,0,,0,,,27.5
012141,1986-06-30,MICROSOFT CORP,,1986-07-24,1986.25,1986.75,594918104,0000789019,MSFT,7372,98052,14,USA,170.739,31.407,61.959,61.959,10.181,20.649,11.507,0,,,147.98,29.528,,1.879,0,0,102.676,139.332,139.332,11.507,1.789,77.01,14.108,19.544,0,,0,0,25.52,30.75
012141,1986-09-30,MICROSOFT CORP,,1986-10-21,1986.5,1987,594918104,0000789019,MSFT,7372,98052,14,USA,205.934,49.2,66.78,66.78,11.706,27.116,15.824,0,,,174.67,47.266,3.223,1.934,0,0,118.798,156.734,,15.824,1.511,,,26.615,0,,0,,,28.25
012141,1986-12-31,MICROSOFT CORP,,1987-01-21,1986.75,1987.25,594918104,0000789019,MSFT,7372,98052,14,USA,219.409,42.105,80.985,80.985,15.328,32.564,19.697,0,,,187.167,40.17,2.561,1.935,0,0,119.372,177.304,177.304,19.697,1.654,28.545,11.469,27.848,0,,0,0,25.994,48.25
012141,1987-03-31,MICROSOFT CORP,,1987-04-20,1987,1987.5,594918104,0000789019,MSFT,7372,98052,14,USA,259.171,51.121,98.363,98.363,26.267,34.095,19.1,0,,,224.273,49.086,5.62,2.035,0,0,142.797,208.05,208.05,19.1,2.001,56.735,17.204,31.582,0,,0,0,26.146,96.7499
012141,1987-06-30,MICROSOFT CORP,,1987-07-23,1987.25,1987.75,594918104,0000789019,MSFT,7372,98052,14,USA,287.754,48.649,99.762,99.762,27.189,26.476,17.257,0,,,213.002,46.644,5.172,2.005,0,0,132.484,239.105,239.105,17.257,2.385,47.906,58.017,70.01,0,,0,0,26.357,101.9999
012141,1987-09-30,MICROSOFT CORP,,1987-10-19,1987.5,1988,594918104,0000789019,MSFT,7372,98052,14,USA,343.502,81.306,102.636,102.636,18.461,32.443,21.259,0,,,245.753,77.282,3.381,4.024,0,0,152.053,262.196,262.196,21.259,3.164,2.113,10.562,78.078,0,,0,0,52.999,66.25
012141,1987-12-31,MICROSOFT CORP,,1988-01-20,1987.75,1988.25,594918104,0000789019,MSFT,7372,98052,14,USA,411.81,110.938,155.896,155.896,36.346,54.911,35.329,0,,,305.315,106.587,32.844,4.351,0,0,182.6,300.872,300.872,35.329,4.327,32.37,23.036,87.26,0,,0,0,53.239,54.25
012141,1988-03-31,MICROSOFT CORP,,1988-04-19,1988,1988.5,594918104,0000789019,MSFT,7372,98052,14,USA,440.726,97.535,161.823,161.823,37.15,55.413,37.308,0,,,322.501,93.325,11.034,4.21,0,0,181.521,343.191,343.191,37.308,4.244,62.818,39.087,100.226,0,,0,0,53.43,56.5
012141,1988-06-30,MICROSOFT CORP,,1988-07-26,1988.25,1988.75,594918104,0000789019,MSFT,7372,98052,14,USA,493.019,117.521,170.472,170.472,40.008,46.256,30.012,0,,,345.348,117.521,20.259,0,0,0,183.225,375.498,375.498,30.012,4.3,63.474,71.642,130.108,0,,0,0,53.663,67
012141,1988-09-30,MICROSOFT CORP,,1988-10-24,1988.5,1989,594918104,0000789019,MSFT,7372,98052,14,USA,548.352,135.666,176.393,176.393,40.866,55.518,36.582,0,,,382.174,135.666,27.05,0,0,0,203.631,412.686,412.686,36.582,5.065,18.681,22.622,148.746,0,22.938,0,0,53.884,52.2499
012141,1988-12-31,MICROSOFT CORP,,1989-01-19,1988.75,1989.25,594918104,0000789019,MSFT,7372,98052,14,USA,604.937,139.605,209.882,209.882,48.444,73.472,47.485,0,,,418.427,139.605,34.495,0,0,0,236.265,465.332,465.332,47.485,6.277,50.995,47.837,168.796,0,25.177,0,0,54.051,53.2499
012141,1989-03-31,MICROSOFT CORP,,1989-04-21,1989,1989.5,594918104,0000789019,MSFT,7372,98052,14,USA,642.935,133.128,197.024,197.024,42.681,61.274,41.119,0,,,442.547,133.128,20.983,0,0,0,276.518,509.807,509.807,41.119,6.21,81.592,64.825,180.715,0,29.128,0,0,54.353,49.8749
012141,1989-06-30,MICROSOFT CORP,,1989-07-25,1989.25,1989.75,594918104,0000789019,MSFT,7372,98052,14,USA,720.598,158.818,220.231,220.231,48.003,68.157,45.352,0,,,468.949,158.818,25.419,0,0,0,300.791,561.78,561.78,45.352,6.639,,89.362,198.825,0,32.977,0,0,54.586,52.9999
012141,1989-09-30,MICROSOFT CORP,,1989-10-19,1989.5,1990,594918104,0000789019,MSFT,7372,98052,14,USA,809.179,184.601,235.161,235.161,41.262,77.386,49.588,0,,,526.813,184.601,27.477,0,0,0,336.496,624.578,624.578,49.588,9.497,,40.849,232.096,0,39.69,0,0,54.996,68.5
012141,1989-12-31,MICROSOFT CORP,,1990-01-18,1989.75,1990.25,594918104,0000789019,MSFT,7372,98052,14,USA,921.785,190.036,300.431,300.431,54.843,116.456,74.476,0,,,612.826,190.036,9.506,0,0,0,380.082,731.749,731.749,74.476,10.975,,73.25,257.221,0,41.284,0,0,55.676,86.9999
012141,1990-03-31,MICROSOFT CORP,,1990-04-17,1990,1990.5,594918104,0000789019,MSFT,7372,98052,14,USA,1015.314,189.112,310.882,310.882,54.088,116.888,75.169,0,,,679.479,189.112,6.625,0,0,0,446.618,826.202,826.202,75.169,12.008,,105.498,281.812,0,47.126,0,0,56.143,110.7499
012141,1990-06-30,MICROSOFT CORP,,1990-07-26,1990.25,1990.75,594918104,0000789019,MSFT,7372,98052,14,USA,1105.349,186.786,336.972,336.972,56.157,122.826,79.953,0,,,719.89,186.786,6.5,0,0,0,449.238,918.563,918.563,79.953,13.838,,158.09,325.447,0,52.515,0,0,113.699,75.9999
012141,1990-09-30,MICROSOFT CORP,,1990-10-18,1990.5,1991,594918104,0000789019,MSFT,7372,98052,14,USA,1203.5,213.1,369.4,369.4,63,134.5,87.6,0,,,770.8,213.1,10,0,0,0,495.1,990.4,990.4,87.6,13,,60.5,376.8,0,50.8,0,0,113.7,63
012141,1990-12-31,MICROSOFT CORP,,1991-01-18,1990.75,1991.25,594918104,0000789019,MSFT,7372,98052,14,USA,1366,247.5,460.5,460.5,78.1,173.3,112.9,0,,,877.3,247.5,17.6,0,0,0,540.1,1118.5,1118.5,112.9,15.5,,127.7,433.1,0,54.1,0,0,114.7,75.25
012141,1991-03-31,MICROSOFT CORP,,1991-04-17,1991,1991.5,594918104,0000789019,MSFT,7372,98052,14,USA,1502.4,252.9,486.9,486.9,76.4,192.6,123.8,0,,,929,252.9,20.6,0,0,0,605.2,1249.5,1249.5,123.8,19.1,,192.1,479.6,0,60.2,0,0,115.9,106.1249
012141,1991-06-30,MICROSOFT CORP,,1991-07-24,1991.25,1991.75,594918104,0000789019,MSFT,7372,98052,14,USA,1644.184,293.353,526.632,526.632,69.327,222.204,138.443,0,,,1028.503,293.353,19.456,0,0,0,686.314,1350.831,1350.831,138.443,28.162,,264.395,530.191,0,70.286,0,0,174.234,68.125
012141,1991-09-30,MICROSOFT CORP,,1991-10-11,1991.5,1992,594918104,0000789019,MSFT,7372,98052,14,USA,1870.2,314.6,580.5,580.5,83.8,223.6,144,0,,,1201.2,314.6,19.3,0,0,0,858.9,1555.6,1555.6,144,20.7,,66.2,587.7,0,74,0,0,175.1,89
012141,1991-12-31,MICROSOFT CORP,,1992-01-17,1991.75,1992.25,594918104,0000789019,MSFT,7372,98052,14,USA,2128.4,357.2,681.9,681.9,90.3,270.9,175.2,0,,,1351.6,357.2,18.4,0,0,0,976,1771.2,1771.2,175.2,24.8,,190,695.4,0,85.8,0,0,177.3,111.2499
012141,1992-03-31,MICROSOFT CORP,,1992-04-17,1992,1992.5,594918104,0000789019,MSFT,7372,98052,14,USA,2340,337.9,680.9,680.9,82.6,278.5,178.8,0,,,1533,337.9,11.7,0,0,0,1144.1,2002.1,2002.1,178.8,27.5,,249.5,728.8,0,90.3,0,0,179.6,118.4999
012141,1992-06-30,MICROSOFT CORP,,1992-07-22,1992.25,1992.75,594918104,0000789019,MSFT,7372,98052,14,USA,2639.903,446.945,815.425,815.425,97.403,335.3,210.06,0,,,1769.704,446.945,8.324,,0,0,1344.901,2192.958,2192.958,210.06,39.321,,316.642,766.63,0,102.053,0,0,272.139,70
012141,1992-09-30,MICROSOFT CORP,,1992-10-13,1992.5,1993,594918104,0000789019,MSFT,7372,98052,14,USA,2849,442,818,818,97,327,209,0,,,1961,442,,,0,0,1481,2407,2407,209,38,,49,786,0,105,0,0,274,80.5
012141,1992-12-31,MICROSOFT CORP,,1993-01-14,1992.75,1993.25,594918104,0000789019,MSFT,7372,98052,14,USA,3226,476,938,938,121,362,236,0,,,2340,476,,,0,0,1781,2750,2750,236,36,,100,798,0,111,0,0,279,85.375
012141,1993-03-31,MICROSOFT CORP,,1993-04-14,1993,1993.5,594918104,0000789019,MSFT,7372,98052,14,USA,3560,549,958,958,123,376,243,0,,,2646,549,,,0,0,2001,3011,3011,243,38,,161,824,0,116,0,0,281,92.5
012141,1993-06-30,MICROSOFT CORP,,1993-07-28,1993.25,1993.75,594918104,0000789019,MSFT,7372,98052,14,USA,3805,563,1039,1039,141,412,265,0,,,2850,563,,,0,0,2290,3242,3242,265,39,,236,867,0,138,0,0,282,88
012141,1993-09-30,MICROSOFT CORP,,1993-10-20,1993.5,1994,594918104,0000789019,MSFT,7372,98052,14,USA,4048,581,983,983,118,384,239,0,,,3073,581,,,0,0,2532,3467,3467,239,41,,59,891,0,134,0,0,283,82.5
012141,1993-12-31,MICROSOFT CORP,,1994-01-20,1993.75,1994.25,594918104,0000789019,MSFT,7372,98052,14,USA,4486,740,1129,1129,138,462,289,0,,,3482,740,,,0,0,2796,3746,3746,289,47,,122,913,0,150,0,0,284,80.625
012141,1994-03-31,MICROSOFT CORP,,1994-04-18,1994,1994.5,594918104,0000789019,MSFT,7372,98052,14,USA,4926,914,1244,1244,135,553,256,0,,,3912,914,,,0,0,3143,4012,4012,256,73,,191,918,0,156,0,0,286,84.75
012141,1994-06-30,MICROSOFT CORP,,1994-07-20,1994.25,1994.75,594918104,0000789019,MSFT,7372,98052,14,USA,5363,913,1293,1293,135,564,362,0,,,4312,913,,,0,0,3614,4450,4450,362,76,,278,930,0,170,0,0,581,51.625
012141,1994-09-30,MICROSOFT CORP,,1994-10-19,1994.5,1995,594918104,0000789019,MSFT,7372,98052,14,USA,5637,1004,1247,1247,119,504,316,0,,,4554,1004,,,0,0,3776,4633,4429.996,316,67,,67,936,0,178,203,203,581,56.125
012141,1994-12-31,MICROSOFT CORP,,1995-01-19,1994.75,1995.25,594918104,0000789019,MSFT,7372,98052,14,USA,5961,1096,1482,1482,156,586,373,0,,,4696,1096,,,125,125,3839,4740,4442.996,373,66,,170,977,0,199,297,297,581,61.125
012141,1995-03-31,MICROSOFT CORP,,1995-04-14,1995,1995.5,594918104,0000789019,MSFT,7372,98052,14,USA,6592,1185,1587,1587,165,619,396,0,,,5287,1185,,,125,125,4465,5282,4929.996,396,70,,272,1027,0,219,352,352,584,71.125
012141,1995-06-30,MICROSOFT CORP,,1995-07-17,1995.25,1995.75,594918104,0000789019,MSFT,7372,98052,14,USA,7210,1347,1621,1621,168,598,368,0,,,5620,1347,,,125,125,4750,5738,5332.996,368,66,,495,1192,0,264,405,405,588,90.375
012141,1995-09-30,MICROSOFT CORP,,1995-10-17,1995.5,1996,594918104,0000789019,MSFT,7372,98052,14,USA,8160,1759,2016,2016,253,777,499,,,,6417,1759,,,125,125,5064,6276,5739,499,69,,116,1265,0,302,537,537,590,90.5
012141,1995-12-31,MICROSOFT CORP,,1996-01-19,1995.75,1996.25,594918104,0000789019,MSFT,7372,98052,14,USA,9106,2241,2195,2195,252,864,575,,,,7103,2241,,,125,125,6017,6740,6180,575,78,,204,1297,0,313,560,560,590,87.75
012141,1996-03-31,MICROSOFT CORP,,1996-04-18,1996,1996.5,594918104,0000789019,MSFT,7372,98052,14,USA,9590,2264,2205,2205,106,963,562,,,,7696,2264,,,125,125,6770,7201,6595,562,189,,336,1281,0,364,606,606,595,103.125
012141,1996-06-30,MICROSOFT CORP,,1996-07-22,1996.25,1996.75,594918104,0000789019,MSFT,7372,98052,14,USA,10093,2425,2255,2255,97,954,559,,,,7839,2425,0,0,125,125,6940,7543,6908,559,144,,494,1326,0,453,635,635,597,120.125
012141,1996-09-30,MICROSOFT CORP,,1996-10-21,1996.5,1997,594918104,0000789019,MSFT,7372,98052,14,USA,10740,2663,2295,2295,88,1064,614,,,,8232,2663,0,0,125,125,7098,7952,7277,614,162,,99,1304,0,432,675,675,597,131.875
012141,1996-12-31,MICROSOFT CORP,,1997-01-17,1996.75,1997.25,594918104,0000789019,MSFT,7372,98052,14,USA,12786,3144,2680,2680,152,1225,741,,,,10442,3144,0,0,0,0,9160,9642,8662,741,144,,216,1322,0,485,0,980,1198,82.625
012141,1997-03-31,MICROSOFT CORP,,1997-04-17,1997,1997.5,594918104,0000789019,MSFT,7372,98052,14,USA,12613,3479,3208,3208,189,1676,1042,,,,10224,3479,0,0,0,0,9086,9134,8154,1042,108,,326,1371,0,492,0,980,1191,91.687
012141,1997-06-30,MICROSOFT CORP,,1997-07-17,1997.25,1997.75,594918104,0000789019,MSFT,7372,98052,14,USA,14387,3610,3175,3175,99,1722,1057,,,,10373,3610,0,0,0,0,8966,10777,9797,1057,143,,499,1465,0,516,0,980,1204,126.375
012141,1997-09-30,MICROSOFT CORP,,1997-10-20,1997.5,1998,594918104,0000789019,MSFT,7372,98052,14,USA,15366,3902,3130,3130,25,1655,663,,,,10838,3902,0,0,0,0,9634,11464,10484,663,228,,117,1484,0,567,0,980,1206.691,132.312
012141,1997-12-31,MICROSOFT CORP,,1998-01-21,1997.75,1998.25,594918104,0000789019,MSFT,7372,98052,14,USA,16840,4496,3585,3585,44,1932,1133,,,,11636,4496,0,0,0,0,10105,12344,11364,1133,269,,268,1478,0,627,0,980,1211,129.25
012141,1998-03-31,MICROSOFT CORP,,1998-04-22,1998,1998.5,594918104,0000789019,MSFT,7372,98052,14,USA,19545,4869,3774,3774,38,2206,1337,,,,13735,4869,0,0,0,0,12322,14676,13696,1337,279,,415,1416,0,597,0,980,2454,89.5
012141,1998-06-30,MICROSOFT CORP,,1998-07-16,1998.25,1998.75,594918104,0000789019,MSFT,7372,98052,14,USA,22357,5730,3995,3995,66,2171,1357,,,,15889,5730,0,0,0,0,13927,16627,15647,1357,248,,656,1505,0,711,0,980,2470,108.375
012141,1998-09-30,MICROSOFT CORP,,1998-10-20,1998.5,1999,594918104,0000789019,MSFT,7372,98052,14,USA,25569,6445,4193,4193,470,2285,1683,,,,18964,6445,0,0,0,0,17242,19124,18144,1683,179,,106,1466,0,651,0,980,2488,110.0625
012141,1998-12-31,MICROSOFT CORP,,1999-01-19,1998.75,1999.25,594918104,0000789019,MSFT,7372,98052,14,USA,30049,7471,5195,5195,611,2926,1983,,,,21809,7471,0,0,0,0,19237,22578,21598,1983,177,,241,1495,0,715,0,980,2510,138.6875
012141,1999-03-31,MICROSOFT CORP,,1999-04-20,1999,1999.5,594918104,0000789019,MSFT,7372,98052,14,USA,33561,7839,4595,4595,550,2388,1917,,,,24058,7839,0,0,0,0,21761,25722,24742,1917,158,,291,1445,0,664,0,980,5091,89.625
012141,1999-06-30,MICROSOFT CORP,,1999-07-19,1999.25,1999.75,594918104,0000789019,MSFT,7372,98052,14,USA,37156,8718,5764,5764,173,3454,2202,,,,20233,8718,0,0,0,0,17236,28438,27458,2202,496,,583,1611,0,940,0,980,5109,90.1875
012141,1999-09-30,MICROSOFT CORP,,1999-10-19,1999.5,2000,594918104,0000789019,MSFT,7372,98052,14,USA,39672,8332,5384,5384,367,3134,2191,,,,21963,8332,0,0,0,0,18902,31340,30360,2191,345,,139,1657,0,813,0,980,5148,90.5625
012141,1999-12-31,MICROSOFT CORP,,2000-01-18,1999.75,2000.25,594918104,0000789019,MSFT,7372,98052,14,USA,45093,10504,6112,6112,421,3266,2436,,,,22020,10504,0,0,0,0,17843,34589,34589,2436,335,,371,1739,0,898,0,0,5177,116.75
012141,2000-03-31,MICROSOFT CORP,,2000-04-20,2000,2000.5,594918104,0000789019,MSFT,7372,98052,14,USA,50895,11103,5656,5656,487,3000,2385,,,,25217,11103,0,0,0,0,21205,39792,39792,2385,265,,617,1835,0,974,0,0,5242,106.25
012141,2000-06-30,MICROSOFT CORP,,2000-07-18,2000.25,2000.75,594918104,0000789019,MSFT,7372,98052,14,USA,52150,10782,5804,5804,477,2856,2409,1027,,,30308,9755,0,0,0,0,23798,41368,41368,2409,305,,879,1903,0,1087,0,0,5283,80
012141,2000-09-30,MICROSOFT CORP,,2000-10-18,2000.5,2001,594918104,0000789019,MSFT,7372,98052,14,USA,56089,10746,5766,5766,575,3027,2581,1440,,,31393,9306,0,0,0,0,24711,45343,45343,2206,250,,245,1973,0,956,0,0,5316,60.3125
012141,2000-12-31,MICROSOFT CORP,,2001-01-18,2000.75,2001.25,594918104,0000789019,MSFT,7372,98052,14,USA,57691,11269,6550,6550,625,3433,2624,1644,,,35016,9625,0,0,0,0,26889,46422,46422,2624,239,,517,2098,0,990,0,0,5321,43.375
012141,2001-03-31,MICROSOFT CORP,,2001-04-19,2001,2001.5,594918104,0000789019,MSFT,7372,98052,14,USA,59605,11515,6403,6403,416,3481,2451,1775,,,37789,9740,0,0,0,0,30018,48090,48090,2451,483,,781,2159,0,1069,0,0,5336,54.6875
012141,2001-06-30,MICROSOFT CORP,,2001-07-19,2001.25,2001.75,594918104,0000789019,MSFT,7372,98052,14,USA,59257,11968,6577,6577,303,3315,65,836,,,39637,11132,0,0,0,0,31600,47289,47289,65,564,,1103,2309,0,1364,0,0,5383,73
012141,2001-09-30,MICROSOFT CORP,,2001-10-18,2001.5,2002,594918104,0000789019,MSFT,7372,98052,14,USA,61367,12862,6126,6126,602,3179,1283,0,,,44332,12862,0,,0,0,36163,48505,48505,1283,282,,150,2261,0,1013,0,0,5385.754,51.17
012141,2001-12-31,MICROSOFT CORP,,2002-01-17,2001.75,2002.25,594918104,0000789019,MSFT,7372,98052,14,USA,65387,13839,7741,7741,1249,3796,2283,0,,,47988,11567,0,,,,38229,51548,51548,2283,295,,322,2240,2272,1044,0,0,5403,66.25
012141,2002-03-31,MICROSOFT CORP,,2002-04-18,2002,2002.5,594918104,0000789019,MSFT,7372,98052,14,USA,68379,14079,7245,7245,1247,3446,2738,59,,,47827,11842,0,,,,38693,54300,54300,2738,148,,488,2182,2178,1066,0,0,5415,60.31
012141,2002-06-30,MICROSOFT CORP,,2002-07-18,2002.25,2002.75,594918104,0000789019,MSFT,7372,98052,14,USA,67646,15466,7253,7253,1009,3233,1525,398,,,48576,12744,0,0,,,38652,52180,52180,1525,359,,770,2268,2324,1184,0,0,5359,54.7
012141,2002-09-30,MICROSOFT CORP,,2002-10-17,2002.5,2003,594918104,0000789019,MSFT,7372,98052,14,USA,70235,16719,7746,7746,1071,3301,2041,152,,,50043,13757,0,0,,,40475,53516,53516,2041,273,,160,2189,2810,1707,0,0,5346,43.74
012141,2002-12-31,MICROSOFT CORP,,2003-01-16,2002.75,2003.25,594918104,0000789019,MSFT,7372,98052,14,USA,72359,16547,8541,8541,1862,2718,1865,0,,,52931,13617,0,0,,,43424,55812,55812,1865,275,,436,2257,2930,1515,0,0,5351,51.7
012141,2003-03-31,MICROSOFT CORP,,2003-04-15,2003,2003.5,594918104,0000789019,MSFT,7372,98052,14,USA,74482,16200,7835,7835,891,3127,2142,369,,,54672,13161,0,0,,,46178,58282,58282,2142,383,,618,2208,2670,1692,0,0,10722,24.21
012141,2003-06-30,MICROSOFT CORP,,2003-07-17,2003.25,2003.75,594918104,0000789019,MSFT,7372,98052,14,USA,79571,18551,8065,8065,842,2815,1483,1731,,,58973,13974,0,0,,,49048,61020,61020,1483,462,,891,2223,2846,1681,0,0,10771,25.64
012141,2003-09-30,MICROSOFT CORP,,2003-10-23,2003.5,2004,594918104,0000789019,MSFT,7372,98052,14,USA,84281,17601,8215,8215,1152,3476,2614,,,,60910,15098,0,0,0,0,51622,66680,66680,2614,328,,167,2193,2503,1611,0,0,10805,27.8
012141,2003-12-31,MICROSOFT CORP,,2004-01-22,2003.75,2004.25,594918104,0000789019,MSFT,7372,98052,14,USA,85937,16594,10153,10153,2044,1775,1549,,,,62400,13927,0,0,0,0,52777,69343,69343,1549,300,,339,2178,2667,2971,0,0,10789,27.37
012141,2004-03-31,MICROSOFT CORP,,2004-04-22,2004,2004.5,594918104,0000789019,MSFT,7372,98052,14,USA,89767,19187,9175,9175,1162,4052,1315,,,,65270,15984,0,0,0,0,56407,70580,70580,1315,249,,552,2258,3203,1538,0,0,10777,24.93
