gvkey,datadate,conm,ipodate,rdq,datacqtr,datafqtr,cusip,cik,tic,sic,addzip,exchg,fic,atq,ltq,saleq,revtq,cogsq,oibdpq,ibq,txditcq,txdbq,itccy,actq,lctq,dlcq,dlttq,mibq,mibtq,cheq,seqq,ceqq,niq,dpq,wcapchy,capxy,ppentq,loq,xrdq,pstkrq,pstkq,cshoq,prccq
012141,2004-06-30,MICROSOFT CORP,,2004-07-22,2004.25,2004.75,594918104,0000789019,MSFT,7372,98052,14,USA,92389,17564,9292,9292,1172,3442,2690,0,,,70566,14969,0,0,0,0,60592,74825,74825,2690,309,,1109,2326,2595,1659,0,0,10862,28.56
012141,2004-09-30,MICROSOFT CORP,,2004-10-21,2004.5,2005,594918104,0000789019,MSFT,7372,98052,14,USA,94268,18322,9189,9189,1222,4234,2528,0,,,72896,15811,0,,0,0,64415,75946,75946,2528,183,,173,2317,2511,1530,0,0,10865,27.65
012141,2004-12-31,MICROSOFT CORP,,2005-01-27,2004.75,2005.25,594918104,0000789019,MSFT,7372,98052,14,USA,64941,17709,10818,10818,1767,4857,3463,0,,,44399,15045,0,,0,0,34504,47232,47232,3463,108,,349,2336,2664,1421,0,0,10880,26.72
012141,2005-03-31,MICROSOFT CORP,,2005-04-28,2005,2005.5,594918104,0000789019,MSFT,7372,98052,14,USA,66275,18902,9620,9620,1081,4379,2563,0,,,46593,16139,0,,0,0,37594,47373,47373,2563,282,,552,2321,2763,1482,0,0,10804,24.17
012141,2005-06-30,MICROSOFT CORP,,2005-07-21,2005.25,2005.75,594918104,0000789019,MSFT,7372,98052,14,USA,70815,22700,10161,10161,1106,4027,3700,0,,,48737,16877,0,,0,0,37751,48115,48115,3700,282,,812,2346,5823,1664,0,0,10710,24.84
012141,2005-09-30,MICROSOFT CORP,,2005-10-27,2005.5,2006,594918104,0000789019,MSFT,7372,98052,14,USA,71462,23135,9741,9741,1019,4641,3141,0,,,49831,17022,0,,0,0,40056,48327,48327,3141,234,,213,2351,6113,1515,0,0,10645,25.73
012141,2005-12-31,MICROSOFT CORP,,2006-01-26,2005.75,2006.25,594918104,0000789019,MSFT,7372,98052,14,USA,67257,23049,11837,11837,2008,4888,3653,0,,,46694,16747,0,,0,0,34701,44208,44208,3653,231,,531,2452,6302,1591,0,0,10384,26.15
012141,2006-03-31,MICROSOFT CORP,,2006-04-27,2006,2006.5,594918104,0000789019,MSFT,7372,98052,14,USA,66854,24816,10900,10900,1851,4462,2977,0,,,46628,18367,0,,0,0,34816,42038,42038,2977,177,,833,2543,6449,1617,0,0,10225,27.21
012141,2006-06-30,MICROSOFT CORP,,2006-07-20,2006.25,2006.75,594918104,0000789019,MSFT,7372,98052,14,USA,69597,29493,11804,11804,1869,4493,2828,0,,,49010,22442,0,0,0,0,34161,40104,40104,2828,261,,1578,3044,7051,1861,0,0,10062,23.3
012141,2006-09-30,MICROSOFT CORP,,2006-10-26,2006.5,2007,594918104,0000789019,MSFT,7372,98052,14,USA,65354,29253,10811,10811,1447,4723,3478,0,,,45358,21972,0,0,0,0,31832,36101,36101,3478,249,,411,3193,7281,1786,0,0,9820,27.35
012141,2006-12-31,MICROSOFT CORP,,2007-01-25,2006.75,2007.25,594918104,0000789019,MSFT,7372,98052,14,USA,66371,29737,12542,12542,3255,3837,2626,0,,,45180,22215,0,0,0,0,28873,36634,36634,2626,365,,983,3686,7522,1637,0,0,9777,29.86
012141,2007-03-31,MICROSOFT CORP,,2007-04-26,2007,2007.5,594918104,0000789019,MSFT,7372,98052,14,USA,63891,28918,14398,14398,1695,7034,4926,0,,,42783,21627,0,0,0,0,28236,34973,34973,4926,445,,1444,3923,7291,1750,0,0,9572,27.87
012141,2007-06-30,MICROSOFT CORP,,2007-07-19,2007.25,2007.75,594918104,0000789019,MSFT,7372,98052,14,USA,63171,32074,13371,13371,2856,4370,3035,0,,,40168,23754,0,0,0,0,23411,31097,31097,3035,381,,2264,4350,8320,1948,0,0,9380,29.47
012141,2007-09-30,MICROSOFT CORP,,2007-10-25,2007.5,2008,594918104,0000789019,MSFT,7372,98052,14,USA,65645,33510,13762,13762,2240,6308,4289,0,,,35853,22744,0,0,0,0,21574,32135,32135,4289,435,,510,4615,10766,1837,0,0,9355,29.46
012141,2007-12-31,MICROSOFT CORP,,2008-01-24,2007.75,2008.25,594918104,0000789019,MSFT,7372,98052,14,USA,67339,32908,16367,16367,3062,6934,4707,0,,,37775,22058,0,0,0,0,21076,34431,34431,4707,481,,1205,4965,10850,1885,0,0,9329,35.6
012141,2008-03-31,MICROSOFT CORP,,2008-04-24,2008,2008.5,594918104,0000789019,MSFT,7372,98052,14,USA,70747,33193,14454,14454,1982,6239,4388,0,,,41489,27028,0,0,0,0,26341,37554,37554,4388,532,,1964,5516,6165,2035,0,0,9310,28.38
012141,2008-06-30,MICROSOFT CORP,,2008-07-17,2008.25,2008.75,594918104,0000789019,MSFT,7372,98052,14,USA,72793,36507,15837,15837,2258,6359,4297,0,,,43242,29886,0,1,0,0,23662,36286,36286,4297,608,,3182,6242,6620,2407,0,0,9151,27.51
012141,2008-09-30,MICROSOFT CORP,,2008-10-23,2008.5,2009,594918104,0000789019,MSFT,7372,98052,14,USA,65117,31523,15061,15061,2263,6584,4373,0,,,37202,24383,1975,0,0,0,20722,33594,33594,4373,585,,778,6552,7140,2283,0,0,8977,26.69
012141,2008-12-31,MICROSOFT CORP,,2009-01-22,2008.75,2009.25,594918104,0000789019,MSFT,7372,98052,14,USA,65786,31308,16629,16629,3275,6571,4174,0,,,37730,23710,2000,0,0,0,20715,34478,34478,4174,632,,1620,6996,7598,2290,0,0,8889,19.44
012141,2009-03-31,MICROSOFT CORP,,2009-04-23,2009,2009.5,594918104,0000789019,MSFT,7372,98052,14,USA,68853,31910,13648,13648,2150,5392,2977,0,,,40724,23823,1999,0,0,0,25340,36943,36943,2977,664,,2252,7112,8087,2212,0,0,8898,18.37
012141,2009-06-30,MICROSOFT CORP,,2009-07-23,2009.25,2009.75,594918104,0000789019,MSFT,7372,98052,14,USA,77888,38330,13099,13099,1905,4708,3045,0,,,49280,27034,2003,3756,0,0,31447,39558,39558,3045,681,,3119,7535,7540,2225,0,0,8908,23.77
012141,2009-09-30,MICROSOFT CORP,,2009-10-23,2009.5,2010,594918104,0000789019,MSFT,7372,98052,14,USA,81612,40400,12920,12920,2196,5128,3574,155,,,52231,28761,2250,3746,0,0,36728,41212,41212,3574,646,,435,7512,7738,2065,0,0,8900,25.72
012141,2009-12-31,MICROSOFT CORP,,2010-01-28,2009.75,2010.25,594918104,0000789019,MSFT,7372,98052,14,USA,82096,37813,19022,19022,3013,9187,6662,377,,,52487,25715,2249,3746,0,0,36099,44283,44283,6662,615,,811,7402,7975,2079,0,0,8811,30.48
012141,2010-03-31,MICROSOFT CORP,,2010-04-22,2010,2010.5,594918104,0000789019,MSFT,7372,98052,14,USA,84910,39200,14503,14503,2061,5867,4006,828,,,54518,26424,2249,3746,0,0,39666,45710,45710,4006,694,,1219,7372,8202,2220,0,0,8762,29.2875
012141,2010-06-30,MICROSOFT CORP,,2010-07-22,2010.25,2010.75,594918104,0000789019,MSFT,7372,98052,14,USA,86113,39938,16039,16039,2452,6648,4518,229,,,55676,26147,1000,4939,0,0,36788,46175,46175,4518,718,,1977,7630,8623,2350,0,0,8668,23.01
012141,2010-09-30,MICROSOFT CORP,,2010-10-28,2010.5,2011,594918104,0000789019,MSFT,7372,98052,14,USA,91540,44598,16195,16195,2445,7810,5410,540,,,59581,25857,1000,9665,0,0,44173,46942,46942,5410,694,,564,7771,8536,2196,0,0,8562,24.49
012141,2010-12-31,MICROSOFT CORP,,2011-01-27,2010.75,2011.25,594918104,0000789019,MSFT,7372,98052,14,USA,92306,43825,19953,19953,4170,8828,6634,826,,,59684,24312,0,9671,0,,41252,48481,48481,6634,663,,1055,7799,9016,2185,0,0,8403,27.91
012141,2011-03-31,MICROSOFT CORP,,2011-04-28,2011,2011.5,594918104,0000789019,MSFT,7372,98052,14,USA,99727,46275,16428,16428,3177,6429,5232,1185,,,66263,24042,0,11915,0,0,50150,53452,53452,5232,720,,1713,7969,9133,2269,0,0,8431,25.39
012141,2011-06-30,MICROSOFT CORP,,2011-07-21,2011.25,2011.75,594918104,0000789019,MSFT,7372,98052,14,USA,108704,51621,17367,17367,3019,6860,5874,1456,,,74918,28774,0,11921,0,0,52772,57083,57083,5874,689,,2355,8162,9470,2393,0,0,8376,26
012141,2011-09-30,MICROSOFT CORP,,2011-10-20,2011.5,2012,594918104,0000789019,MSFT,7372,98052,14,USA,107415,48024,17372,17372,3051,7929,5738,1040,,,75271,25543,0,11927,0,0,57403,59391,59391,5738,726,,436,8033,9514,2329,0,0,8410,24.89
012141,2011-12-31,MICROSOFT CORP,,2012-01-19,2011.75,2012.25,594918104,0000789019,MSFT,7372,98052,14,USA,112243,48122,20885,20885,4960,8672,6624,1082,,,72513,25373,0,11932,0,0,51736,64121,64121,6624,678,,934,8010,9735,2371,0,0,8382,25.96
012141,2012-03-31,MICROSOFT CORP,,2012-04-19,2012,2012.5,594918104,0000789019,MSFT,7372,98052,14,USA,118010,49351,17407,17407,3186,7140,5108,1456,,,76860,26170,0,11938,0,0,59529,68659,68659,5108,766,,1683,8225,9787,2517,0,0,8400,32.255
012141,2012-06-30,MICROSOFT CORP,,2012-07-19,2012.25,2012.75,594918104,0000789019,MSFT,7372,98052,14,USA,121271,54908,18059,18059,3366,7182,-492,1893,1893,,85084,32688,1231,10713,0,0,63040,66363,66363,-492,797,,2305,8269,9614,2594,0,0,8381,30.59
012141,2012-09-30,MICROSOFT CORP,,2012-10-18,2012.5,2013,594918104,0000789019,MSFT,7372,98052,14,USA,121876,53040,16008,16008,3458,6018,4466,2209,2209,,84051,31402,2236,9714,0,0,66644,68836,68836,4466,710,,603,8329,9715,2460,0,0,8422,29.76
012141,2012-12-31,MICROSOFT CORP,,2013-01-24,2012.75,2013.25,594918104,0000789019,MSFT,7372,98052,14,USA,128683,56107,21456,21456,4683,8780,6377,2394,2394,,89574,31910,2241,11947,0,0,68312,72576,72576,6377,1009,,1533,8698,9856,2528,0,0,8374,26.7097
012141,2013-03-31,MICROSOFT CORP,,2013-04-18,2013,2013.5,594918104,0000789019,MSFT,7372,98052,14,USA,134105,57417,20489,20489,3734,9398,6055,2424,2424,,93524,31929,2246,11949,0,0,74483,76688,76688,6055,1053,,2463,9204,11115,2640,0,0,8349,28.605
012141,2013-06-30,MICROSOFT CORP,,2013-07-18,2013.25,2013.75,594918104,0000789019,MSFT,7372,98052,14,USA,142431,63487,19896,19896,4619,7056,4965,1709,1709,,101466,37417,2999,12601,0,0,77022,78944,78944,4965,983,,4257,9991,11760,2783,0,0,8328,34.545
012141,2013-09-30,MICROSOFT CORP,,2013-10-24,2013.5,2014,594918104,0000789019,MSFT,7372,98052,14,USA,142348,60707,18529,18529,4191,7288,5244,2236,2236,,99450,34623,3300,12632,0,0,80672,81641,81641,5244,954,,1231,10774,11216,2767,0,0,8346,33.28
012141,2013-12-31,MICROSOFT CORP,,2014-01-23,2013.75,2014.25,594918104,0000789019,MSFT,7372,98052,14,USA,153543,68443,24519,24519,7061,9230,6558,2377,2377,,106870,33742,2300,20676,0,0,83944,85100,85100,6558,1261,,2963,11567,11648,2748,0,0,8300,37.41
012141,2014-03-31,MICROSOFT CORP,,2014-04-24,2014,2014.5,594918104,0000789019,MSFT,7372,98052,14,USA,156119,68695,20403,20403,4723,8229,5660,2318,2318,,109006,33903,2000,20679,0,0,88425,87424,87424,5660,1255,,4155,11771,11795,2743,0,0,8260,40.99
012141,2014-06-30,MICROSOFT CORP,,2014-07-22,2014.25,2014.75,594918104,0000789019,MSFT,7372,98052,14,USA,172384,82600,23000,23000,5891,7969,4612,2728,2728,,114246,45625,2000,20645,0,0,85709,89784,89784,4612,1742,,5485,13011,13602,3123,0,0,8239,41.7
012141,2014-09-30,MICROSOFT CORP,,2014-10-23,2014.5,2015,594918104,0000789019,MSFT,7372,98052,14,USA,169656,79486,23201,23201,6845,8412,4540,2714,2714,,112439,44694,5248,18472,0,0,89193,90170,90170,4540,1428,,1282,13229,13606,3065,0,0,8255,46.36
012141,2014-12-31,MICROSOFT CORP,,2015-01-26,2014.75,2015.25,594918104,0000789019,MSFT,7372,98052,14,USA,174848,82969,26470,26470,8615,9540,5863,2820,2820,,116362,47415,10048,18260,0,0,90249,91879,91879,5863,1521,,2772,13607,14474,2903,0,0,8218,46.45
012141,2015-03-31,MICROSOFT CORP,,2015-04-23,2015,2015.5,594918104,0000789019,MSFT,7372,98052,14,USA,176683,86551,21729,21729,5646,8299,4985,2919,2919,,118398,40748,4224,27644,0,0,95438,90132,90132,4985,1515,,4163,14375,15240,2984,0,0,8113,40.655
012141,2015-06-30,MICROSOFT CORP,,2015-07-21,2015.25,2015.75,594918104,0000789019,MSFT,7372,98052,14,USA,176223,96140,22180,22180,5975,7878,-3195,2835,2835,,124712,49858,7484,27808,0,0,96526,80083,80083,-3195,1493,,5944,14731,15639,3094,0,0,8027,44.15
012141,2015-09-30,MICROSOFT CORP,,2015-10-22,2015.5,2016,594918104,0000789019,MSFT,7372,98052,14,USA,172896,95451,20379,20379,5746,7254,4902,2169,2169,,121656,49399,10748,27819,0,0,99355,77445,77445,4902,1461,,1356,15046,16064,2962,0,0,7986,44.26
012141,2015-12-31,MICROSOFT CORP,,2016-01-28,2015.75,2016.25,594918104,0000789019,MSFT,7372,98052,14,USA,180098,103318,23796,23796,8328,7570,5018,2194,2194,,127812,42643,3750,40679,0,0,102640,76780,76780,5018,1544,,3380,15789,17802,2900,0,0,7925,55.48
012141,2016-03-31,MICROSOFT CORP,,2016-04-21,2016,2016.5,594918104,0000789019,MSFT,7372,98052,14,USA,181869,107063,20531,20531,6015,6990,3756,2674,2674,,128421,44354,5498,40896,0,0,105552,74806,74806,3756,1707,,5688,16831,19139,2980,0,0,7870,55.23
012141,2016-06-30,MICROSOFT CORP,,2016-07-19,2016.25,2016.75,594918104,0000789019,MSFT,7372,98052,14,USA,193694,121697,20614,20614,6069,6100,3122,1476,1476,,139660,59357,12904,40783,0,0,113240,71997,71997,3122,1910,,8343,18356,20081,3146,0,0,7808,51.17
012141,2016-09-30,MICROSOFT CORP,,2016-10-20,2016.5,2017,594918104,0000789019,MSFT,7372,98052,14,USA,212524,142152,20453,20453,6028,7041,4690,1564,1564,,157909,58810,14536,60154,0,0,136932,70372,70372,4690,1816,,2163,19224,21624,3106,0,0,7784,57.6
012141,2016-12-31,MICROSOFT CORP,,2017-01-26,2016.75,2017.25,594918104,0000789019,MSFT,7372,98052,14,USA,224610,155801,24090,24090,7735,8343,5200,1133,1133,,144949,70787,25664,59306,0,0,122781,68809,68809,5200,2166,,4151,21379,24575,3062,0,0,7730,62.14
012141,2017-03-31,MICROSOFT CORP,,2017-04-27,2017,2017.5,594918104,0000789019,MSFT,7372,98052,14,USA,225017,155288,22090,22090,5607,8047,4801,465,465,,146313,52005,7786,76222,0,0,126018,69729,69729,4801,2453,,5846,21962,26596,3355,0,0,7723,65.86
012141,2017-06-30,MICROSOFT CORP,,2017-07-20,2017.25,2017.75,594918104,0000789019,MSFT,7372,98052,14,USA,241086,168692,23317,23317,6113,7979,6513,531,531,,159851,64527,10121,76073,0,0,132981,72394,72394,6513,2343,,8129,23734,27561,3514,0,0,7708,68.93
170617,2010-03-31,FACEBOOK INC,2012-05-18,,2010,2010,30303M102,0001326801,FB,7370,94025,14,USA,,,345,345,100,,95,,,,,,,,,,,,,95,,,,,,25,,,,
170617,2010-06-30,FACEBOOK INC,2012-05-18,,2010.25,2010.25,30303M102,0001326801,FB,7370,94025,14,USA,,,432,432,111,,129,,,,,,,,,,,,,129,,,,,,32,,,,
170617,2010-09-30,FACEBOOK INC,2012-05-18,,2010.5,2010.5,30303M102,0001326801,FB,7370,94025,14,USA,,,467,467,131,,131,,,,,,,,,,,,,131,,,,,,41,,,,
170617,2010-12-31,FACEBOOK INC,2012-05-18,,2010.75,2010.75,30303M102,0001326801,FB,7370,94025,14,USA,2990,828,730,730,151,,251,,,,2246,389,106,367,0,0,1785,2162,1547,251,,,293,574,72,46,0,615,1172,
170617,2011-03-31,FACEBOOK INC,2012-05-18,,2011,2011,30303M102,0001326801,FB,7370,94025,14,USA,,,731,731,116,439,233,,,,,,,,,,,,,233,51,,,,,57,,,,
170617,2011-06-30,FACEBOOK INC,2012-05-18,,2011.25,2011.25,30303M102,0001326801,FB,7370,94025,14,USA,,,895,895,138,479,238,,,,,,,,,,,,,238,72,,,,,99,,,,
170617,2011-09-30,FACEBOOK INC,2012-05-18,,2011.5,2011.5,30303M102,0001326801,FB,7370,94025,14,USA,,,954,954,139,511,227,,,,,,,,,,,,,227,97,,,,,108,,,,
170617,2011-12-31,FACEBOOK INC,2012-05-18,2012-02-01,2011.75,2011.75,30303M102,0001326801,FB,7370,94025,14,USA,6331,1432,1131,1131,144,650,302,,,,4604,899,279,398,0,0,3908,4899,4284,302,103,,606,1475,135,124,0,615,1330,
170617,2012-03-31,FACEBOOK INC,2012-05-18,2012-05-03,2012,2012,30303M102,0001326801,FB,7370,94025,14,USA,6859,1587,1058,1058,167,491,205,,,,4694,1039,302,404,0,0,3910,5272,4657,205,110,,453,1855,144,153,0,615,2138.085,
170617,2012-06-30,FACEBOOK INC,2012-05-18,2012-07-26,2012.25,2012.25,30303M102,0001326801,FB,7370,94025,14,USA,14928,1619,1184,1184,228,-604,-157,,,,11967,1034,312,394,0,0,10188,13309,13309,-157,139,,866,2105,191,705,0,0,2142,31.095
170617,2012-09-30,FACEBOOK INC,2012-05-18,2012-10-23,2012.5,2012.5,30303M102,0001326801,FB,7370,94025,14,USA,16038,1864,1262,1262,147,553,-59,,,,12285,1080,372,530,0,0,10452,14174,14174,-59,176,,1037,2289,254,244,0,0,2166,21.66
170617,2012-12-31,FACEBOOK INC,2012-05-18,2013-01-30,2012.75,2012.75,30303M102,0001326801,FB,7370,94025,14,USA,15103,3348,1585,1585,173,747,64,,,,11267,1052,365,1991,0,0,9626,11755,11755,64,224,,1235,2391,305,297,0,0,2372,26.6197
170617,2013-03-31,FACEBOOK INC,2012-05-18,2013-05-01,2013,2013,30303M102,0001326801,FB,7370,94025,14,USA,15163,3339,1458,1458,172,614,219,,,,11042,1063,338,1920,0,0,9472,11824,11824,219,233,,327,2533,356,293,0,0,2411.048,25.58
170617,2013-06-30,FACEBOOK INC,2012-05-18,2013-07-24,2013.25,2013.25,30303M102,0001326801,FB,7370,94025,14,USA,15724,3375,1813,1813,178,849,333,,,,11421,1080,316,1851,0,0,10252,12349,12349,333,230,,595,2577,444,344,0,0,2430.877,24.88
170617,2013-09-30,FACEBOOK INC,2012-05-18,2013-10-30,2013.5,2013.5,30303M102,0001326801,FB,7370,94025,14,USA,14933,1885,2015,2015,189,1054,425,,,,10549,984,288,287,0,0,9328,13048,13048,425,274,,879,2685,614,369,0,0,2453,50.23
170617,2013-12-31,FACEBOOK INC,2012-05-18,2014-01-29,2013.75,2013.75,30303M102,0001326801,FB,7370,94025,14,USA,17895,2425,2586,2586,208,1415,523,,,,13070,1100,239,237,0,0,11449,15470,15470,523,274,,1362,2882,1088,409,0,0,2547,54.649
170617,2014-03-31,FACEBOOK INC,2012-05-18,2014-04-23,2014,2014,30303M102,0001326801,FB,7370,94025,14,USA,19028,2291,2502,2502,216,1321,642,,,,14060,1037,201,191,0,0,12629,16737,16737,642,264,,363,3074,1063,455,0,0,2564,60.24
170617,2014-06-30,FACEBOOK INC,2012-05-18,2014-07-23,2014.25,2014.25,30303M102,0001326801,FB,7370,94025,14,USA,20769,2423,2910,2910,228,1635,791,,,,15557,1214,173,153,0,0,13956,18346,18346,791,257,,832,3334,1056,492,0,0,2575,67.29
170617,2014-09-30,FACEBOOK INC,2012-05-18,2014-10-28,2014.5,2014.5,30303M102,0001326801,FB,7370,94025,14,USA,24188,2950,3203,3203,281,1704,806,,,,16115,1234,149,129,0,0,14250,21238,21238,806,289,,1314,3703,1587,608,0,0,2608,79.04
170617,2014-12-31,FACEBOOK INC,2012-05-18,2015-01-28,2014.75,2014.75,30303M102,0001326801,FB,7370,94025,14,USA,40184,4088,3851,3851,219,1565,701,987,987,,13670,1424,114,119,0,0,11199,36096,36096,701,433,,1831,3967,1558,1111,0,0,2797,78.02
170617,2015-03-31,FACEBOOK INC,2012-05-18,2015-04-22,2015,2015,30303M102,0001326801,FB,7370,94025,14,USA,42007,4506,3543,3543,197,1401,512,,,,15004,1746,73,113,0,0,12413,37501,37501,512,457,,502,4619,2647,1062,0,0,2806,82.215
170617,2015-06-30,FACEBOOK INC,2012-05-18,2015-07-29,2015.25,2015.25,30303M102,0001326801,FB,7370,94025,14,USA,44130,4678,4043,4043,210,1743,719,,,,16951,1881,39,110,0,0,14125,39452,39452,719,459,,1051,4955,2687,1169,0,0,2814,85.765
170617,2015-09-30,FACEBOOK INC,2012-05-18,2015-11-04,2015.5,2015.5,30303M102,0001326801,FB,7370,94025,14,USA,46469,5049,4501,4501,234,1957,896,,,,19139,1792,17,109,0,0,15834,41420,41420,896,486,,1831,5335,3148,1271,0,0,2826,89.9
170617,2015-12-31,FACEBOOK INC,2012-05-18,2016-01-27,2015.75,2015.75,30303M102,0001326801,FB,7370,94025,14,USA,49407,5189,5841,5841,281,3138,1561,163,163,,21652,1925,208,107,0,0,18434,44218,44218,1561,543,,2523,5687,2994,1314,0,0,2845,104.66
170617,2016-03-31,FACEBOOK INC,2012-05-18,2016-04-27,2016,2016,30303M102,0001326801,FB,7370,94025,14,USA,52075,4925,5382,5382,286,2586,1737,,,,23812,1809,0,0,0,0,20621,47150,47150,1737,552,,1132,6467,3116,1343,0,0,2860,114.1
170617,2016-06-30,FACEBOOK INC,2012-05-18,2016-07-27,2016.25,2016.25,30303M102,0001326801,FB,7370,94025,14,USA,55739,5356,6436,6436,332,3361,2284,,,,27010,2211,0,0,0,0,23293,50383,50383,2284,585,,2127,7104,3145,1471,0,0,2870,114.28
170617,2016-09-30,FACEBOOK INC,2012-05-18,2016-11-02,2016.5,2016.5,30303M102,0001326801,FB,7370,94025,14,USA,59674,5559,7011,7011,395,3728,2628,,,,30328,2595,0,0,0,0,26140,54115,54115,2628,591,,3222,7899,2964,1542,0,0,2839,128.27
170617,2016-12-31,FACEBOOK INC,2012-05-18,2017-02-01,2016.75,2016.75,30303M102,0001326801,FB,7370,94025,14,USA,64961,5767,8809,8809,434,5160,3568,,,,34401,2875,0,0,0,0,29449,59194,59194,3568,614,,4491,8591,2892,1563,0,0,2892,115.05
170617,2017-03-31,FACEBOOK INC,2012-05-18,2017-05-03,2017,2017,30303M102,0001326801,FB,7370,94025,14,USA,68714,6526,8032,8032,488,4082,3064,,,,36930,2928,0,0,0,0,32306,62188,62188,3064,671,,1271,9462,3598,1834,0,0,2898,142.05
170617,2017-06-30,FACEBOOK INC,2012-05-18,2017-07-26,2017.25,2017.25,30303M102,0001326801,FB,7370,94025,14,USA,73843,7362,9321,9321,507,5152,3895,,,,40804,3315,0,0,0,0,35452,66481,66481,3895,729,,2715,10628,4047,1919,0,0,2903,150.98
